over_number,comm,score,match,year,batsman_bowler,bowler,batsman,innings_no,runs,batting_team,bowling_team,result,event
19.1,"Khaleel Ahmed to Darren Bravo, <b>SIX</b>, misses his radar and Bravo dispatches it. Full toss above the knee and Bravo flicks it over deep square leg. He looks at the square leg umpire for a no-ball but gets nothing. It was well below the waist",164.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Darren Bravo,Khaleel Ahmed , Darren Bravo,1,6.0,wi,ind,2,runs
18.6,"Bhuvneshwar to Darren Bravo, 1 run, low full toss on leg-stump, Bravo chips it on the bounce to long-on",158.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Darren Bravo,Bhuvneshwar , Darren Bravo,1,1.0,wi,ind,2,runs
18.5,"Bhuvneshwar to Pooran, 1 run, another yorker outside leg, would have been a wide had Pooran not whipped it to fine leg",157.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,1.0,wi,ind,2,runs
18.4,"Bhuvneshwar to Darren Bravo, 1 run, low full toss on the pads, Bravo glances it down to fine leg",156.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Darren Bravo,Bhuvneshwar , Darren Bravo,1,1.0,wi,ind,2,runs
18.3,"Bhuvneshwar to Pooran, 1 run, Bhuvi saw what Pooran was doing and robbed the pace off the ball, the reverse scoop does not have the pace to go over short third or backward point, rolls to the left of point",155.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,1.0,wi,ind,2,runs
18.2,"Bhuvneshwar to Pooran, <b>FOUR</b>, <b>dropped!</b> Chahal the culprit. Pooran with all his innovations almost found the backward point fielder. Low full toss and Pooran crouches low to play the reverse paddle, gets it to Chahal and he does not time his jump well, the ball burst through his hands and reaches the fence. Rohit not happy",154.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,4.0,wi,ind,2,runs
18.1,"Bhuvneshwar to Darren Bravo, 1 run, starts the over with a yorker, Bravo can only squeeze it out to long-on",150.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Darren Bravo,Bhuvneshwar , Darren Bravo,1,1.0,wi,ind,2,runs
17.6,"Khaleel Ahmed to Darren Bravo, 1 run, low full toss at the stumps, Bravo cue-ends the flick to deep mid-wicket. Brilliant over from Khaleel. Got the yorkers spot on and conceded only <b>4 runs</b>",149.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Darren Bravo,Khaleel Ahmed , Darren Bravo,1,1.0,wi,ind,2,runs
17.5,"Khaleel Ahmed to Darren Bravo, no run, this is mighty fine bowling by the young man. He's not perturbed by what the batsman is doing and sticking to his plan. Spears in the yorker and Bravo, who is backing away, can't squeeze it out",148.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Darren Bravo,Khaleel Ahmed , Darren Bravo,1,0.0,wi,ind,2,runs
17.4,"Khaleel Ahmed to Darren Bravo, 2 runs, good piece of fielding by KL. Slower back of a length delivery and Bravo pulls it with one hand - the bottom hand comes off the bat handle, Rahul moves to his left from deep mid-wicket and slides to flick the ball in play, saves two",148.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Darren Bravo,Khaleel Ahmed , Darren Bravo,1,2.0,wi,ind,2,runs
17.3,"Khaleel Ahmed to Darren Bravo, no run, good bowling. Mixing 'em up nicely. Follows the batsman with a yorker and Bravo can't put bat on ball, struck on the boot and the ball rolls back down the wicket",146.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Darren Bravo,Khaleel Ahmed , Darren Bravo,1,0.0,wi,ind,2,runs
17.2,"Khaleel Ahmed to Darren Bravo, no run, that was in the slot but Bravo was through his shot early, fraction short and outside off, Bravo swings across the line and connects with thin air",146.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Darren Bravo,Khaleel Ahmed , Darren Bravo,1,0.0,wi,ind,2,runs
17.1,"Khaleel Ahmed to Pooran, 1 run, back of a length angled into the left-hander, Pooran heaves it along the ground to deep mid-wicket. He called for two but settles with a single",146.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Pooran,Khaleel Ahmed , Pooran,1,1.0,wi,ind,2,runs
16.6,"Chahal to Pooran, 1 run, floated up outside off, Pooran is drawn into the expansive drive and is deceived by the turn. The inside edge rolls to short fine leg and Pooran will only get a single. Chahal ends his spell. Been the pick of the Indian bowlers, <b>4-0-28-2</b>",145.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Pooran,Chahal , Pooran,1,1.0,wi,ind,2,runs
16.5,"Chahal to Darren Bravo, 1 run, fired outside off and Bravo slaps it to deep extra cover, for a single",144.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Darren Bravo,Chahal , Darren Bravo,1,1.0,wi,ind,2,runs
16.4,"Chahal to Darren Bravo, no run, spins sharply and Bravo is all cramped up, under edges the cut shot near his boot and DK collects it on the bounce",143.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Darren Bravo,Chahal , Darren Bravo,1,0.0,wi,ind,2,runs
16.3,"Chahal to Pooran, 1 run, quicker and outside off, Pooran chops it to short third man and Bravo calls him through",143.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Pooran,Chahal , Pooran,1,1.0,wi,ind,2,runs
16.2,"Chahal to Pooran, 2 runs, drops it short and outside off, Pooran slaps it past a diving Pandya at cover-point. Rohit runs around to his right from deep extra cover and keeps it down to a brace",142.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Pooran,Chahal , Pooran,1,2.0,wi,ind,2,runs
16.2,"Chahal to Pooran, <b>wide</b>, another one.. DK does well to glove that. Spins well down leg and Pooran has no chance of connecting the with his pull shot. DK dives full length to his right to collect that",140.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Pooran,Chahal , Pooran,1,1.0,wi,ind,2,runs
16.2,"Chahal to Pooran, <b>wide</b>, turning down leg and Pooran can't meet with the pull shot. India giving way too many extras",139.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Pooran,Chahal , Pooran,1,1.0,wi,ind,2,runs
16.1,"Chahal to Pooran, <b>SIX</b>, wow! That is a switch hit for six. Pooran made his intentions clear even before Chahal was in his delivery stride, the dragged back length does not deter him as he pulls it into the stands over deep extra cover",138.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Pooran,Chahal , Pooran,1,6.0,wi,ind,2,runs
15.6,"Bhuvneshwar to Pooran, 1 run, very full and close to yorker range, Pooran squeezes the drive to long-off",132.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,1.0,wi,ind,2,runs
15.5,"Bhuvneshwar to Darren Bravo, 1 run, off-cutter on middle, Bravo turns it into the leg-side and scampers through",131.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Darren Bravo,Bhuvneshwar , Darren Bravo,1,1.0,wi,ind,2,runs
15.4,"Bhuvneshwar to Pooran, 1 run, yorker length around off, Pooran jams it into the off-side and is happy to rotate strike",130.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,1.0,wi,ind,2,runs
15.3,"Bhuvneshwar to Pooran, <b>SIX</b>, consecutive sixes for Pooran. Windies getting back the momentum that they had lost. Fuller length this time and it doesn't matter for Pooran, who goes through the line and just about manages to clear long-off",129.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,6.0,wi,ind,2,runs
15.2,"Bhuvneshwar to Pooran, <b>SIX</b>, these Windies batsmen can all strike them big. Bhuvi errs by dragging the length back on the off-cutter and allows Pooran to take his time and smash the pull straight over long-on",123.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,6.0,wi,ind,2,runs
15.1,"Bhuvneshwar to Pooran, no run, continues with his cutters.. Pooran is early into his steer to third man and is beaten on the outside edge",117.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,0.0,wi,ind,2,runs
14.6,"Krunal Pandya to Darren Bravo, no run, Pandya might have got away with one. This was short and outside off, Bravo is beaten on the cut shot and he looks at the umpire for a wide. This was outside the guideline and should have been called. So it even things out. Expensive day for Pandya, <b>4-0-40-0</b>",117.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,0.0,wi,ind,2,runs
14.5,"Krunal Pandya to Darren Bravo, <b>SIX</b>, this time a meatier connection and Bravo clears the fielder. Darted in outside off, Bravo goes through with the loft with a free flowing willow and sends it sailing over long-off",117.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,6.0,wi,ind,2,runs
14.4,"Krunal Pandya to Darren Bravo, 2 runs, keeps firing 'em in outside off, Bravo slices the loft and luckily for him it lands wide of long-off, two added",111.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,2.0,wi,ind,2,runs
14.3,"Krunal Pandya to Darren Bravo, <b>FOUR</b>, thumped! Pandya overcorrects his length and offers a half volley, Bravo with a cleared front leg hammers it straight past Pandya, who tries to stop it with his boot but is well late",109.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,4.0,wi,ind,2,runs
14.2,"Krunal Pandya to Pooran, 1 run, fired across the left-hander and Pooran slaps it to sweeper cover",105.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Pooran,Krunal Pandya , Pooran,1,1.0,wi,ind,2,runs
14.1,"Krunal Pandya to Darren Bravo, 1 run, slower and bit of turn in, Bravo taps it into the off-side and crosses over",104.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,1.0,wi,ind,2,runs
14.1,"Krunal Pandya to Darren Bravo, <b>wide</b>, this was outside the tramline and a fair call. 12th wide by India",103.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,1.0,wi,ind,2,runs
14.1,"Krunal Pandya to Darren Bravo, <b>wide</b>, that's a harsh call. Seemed like it was inside the tramline. Pandya darts it outside off and Bravo lets it pass. DK not happy with umpire Anil Chaudhary's call",102.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,1.0,wi,ind,2,runs
13.6,"Bhuvneshwar to Pooran, <b>FOUR</b>, ends the over with a boundary and ruins it. <b>100</b> up for the Windies. Offers width on the off-cutter and Pooran slices the drive square on the off-side. Dhawan gives a valiant chase",101.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,4.0,wi,ind,2,runs
13.5,"Bhuvneshwar to Darren Bravo, 1 run, waits for the slower delivery and taps it towards square leg",97.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Darren Bravo,Bhuvneshwar , Darren Bravo,1,1.0,wi,ind,2,runs
13.4,"Bhuvneshwar to Pooran, 1 run, this time the contact is made but not as Pooran wanted. The off-cutter breaks away and the outside edge rolls to short third man, Khaleel has a go at the striker's end but Bravo was well in",96.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,1.0,wi,ind,2,runs
13.3,"Bhuvneshwar to Pooran, no run, another one.. Same result. Bhuvi is getting his off-cutters to turn away, Pooran is opened up this time as the ball beats the outside edge. Almost shaved the off-pole on the way to DK",95.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,0.0,wi,ind,2,runs
13.2,"Bhuvneshwar to Pooran, no run, change of pace - off-cutter that grips the surface and deviates away, Pooran is beaten on the steer to third man. Bounces in front of DK who does well to get his body behind",95.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,0.0,wi,ind,2,runs
13.1,"Bhuvneshwar to Pooran, no run, back of a length around off, Pooran drops it with soft hands in front of backward point",95.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Bhuvneshwar to Pooran,Bhuvneshwar , Pooran,1,0.0,wi,ind,2,runs
12.6,"Washington Sundar to Pooran, 1 run, touch short and outside off, Pooran punches it to sweeper cover to retian the strike",95.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Pooran,Washing,n Sundar ,1,1.0,wi,ind,2,runs
12.5,"Washington Sundar to Ramdin, <b>out</b> Bowled!! Washington Sundar has the last laugh. He gets his first wicket of the night in his final over. It was a flatter delivery at the stumps. Ramdin rocks back and went for a cut shot. He was late on the shot. It clips his inside edge and comes back to hit the stumps. <b>Ramdin b Washington Sundar 15(15) [6s-1]</b>",94.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Ramdin,Washing,n Sundar ,1,0.0,wi,ind,2,out
12.4,"Washington Sundar to Ramdin, no run, it turns in to Ramdin who goes on the back foot and could only push it to cover",94.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Ramdin,Washing,n Sundar ,1,0.0,wi,ind,2,runs
12.4,"Washington Sundar to Ramdin, <b>wide</b>, too wide of off, wide called",94.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Ramdin,Washing,n Sundar ,1,1.0,wi,ind,2,runs
12.3,"Washington Sundar to Ramdin, <b>SIX</b>, comes down the track to come close to the ball and powers it over deep mid-wicket. The connection was terrific and it clears the ropes with ease",93.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Ramdin,Washing,n Sundar ,1,6.0,wi,ind,2,runs
12.2,"Washington Sundar to Ramdin, no run, yorker length delivery down the leg-side, Ramdin misses it. It deflects to short fine off the pads",87.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Ramdin,Washing,n Sundar ,1,0.0,wi,ind,2,runs
12.1,"Washington Sundar to Darren Bravo, 1 run, steers it to short third for a single",87.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Darren Bravo,Washing,n Sundar ,1,1.0,wi,ind,2,runs
12.1,"Washington Sundar to Ramdin, <b>2 wides</b>, massive turn on this delivery too. It started around middle and ends up down the leg-side",86.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Washington Sundar to Ramdin,Washing,n Sundar ,1,2.0,wi,ind,2,runs
11.6,"Krunal Pandya to Ramdin, 1 run, in the air again, out of the reach of short mid-wicket. It eventually ends up at long-on",84.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Ramdin,Krunal Pandya , Ramdin,1,1.0,wi,ind,2,runs
11.5,"Krunal Pandya to Ramdin, no run, <b>Krunal Pandya drops a dolly.</b> This is a rarity as he is an exceptional fielder. This one came slowly off the pitch and Ramdin chips it back to Krunal Pandya who anticipated it to come a little faster. He mistimes the jump, it clips his hand and pops out. It deflects to the off-side in the end",83.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Ramdin,Krunal Pandya , Ramdin,1,0.0,wi,ind,2,runs
11.4,"Krunal Pandya to Darren Bravo, 1 run, 90kmph delivery full toss outside off, Darren Bravo powers it to long-on",83.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,1.0,wi,ind,2,runs
11.4,"Krunal Pandya to Darren Bravo, <b>wide</b>, too wide of off, Darren Bravo leaves smartly, wide called",82.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,1.0,wi,ind,2,runs
11.3,"Krunal Pandya to Ramdin, 1 run, goes on the back foot and pushes it to long-on",81.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Ramdin,Krunal Pandya , Ramdin,1,1.0,wi,ind,2,runs
11.2,"Krunal Pandya to Darren Bravo, 1 run, outside off, Darren Bravo cuts, point fielder dives but fails to reach it. It deflects off his hand to sweeper cover",80.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Darren Bravo,Krunal Pandya , Darren Bravo,1,1.0,wi,ind,2,runs
11.1,"Krunal Pandya to Ramdin, 1 run, works it to deep square leg",79.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Ramdin,Krunal Pandya , Ramdin,1,1.0,wi,ind,2,runs
10.6,"Chahal to Darren Bravo, leg byes, <b>FOUR</b>, <b>gee! From where this one came. </b> Lot of air from Chahal and it spins in massively after pitching outside off. It cuts Darren Bravo into half, clips his pads according to the umpire and beats Karthik too. It ends up at fine leg fence",78.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Darren Bravo,Chahal , Darren Bravo,1,4.0,wi,ind,2,runs
10.5,"Chahal to Ramdin, 1 run, a gentle nudge to the on-side and they take a single",74.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Ramdin,Chahal , Ramdin,1,1.0,wi,ind,2,runs
10.4,"Chahal to Darren Bravo, 1 run, on the pads and Darren Bravo works it to backward square leg",73.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Darren Bravo,Chahal , Darren Bravo,1,1.0,wi,ind,2,runs
10.3,"Chahal to Darren Bravo, <b>FOUR</b>, Chahal was guilty of providing too much width. Darren Bravo reaches for it and absolutely smashes it down the ground. No chance for the straight fielders as it rockets to the fence",72.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Darren Bravo,Chahal , Darren Bravo,1,4.0,wi,ind,2,runs
10.2,"Chahal to Darren Bravo, no run, googly at the stumps, Darren Bravo picks it up off the pitch and defends it to the leg-side",68.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Darren Bravo,Chahal , Darren Bravo,1,0.0,wi,ind,2,runs
10.1,"Chahal to Ramdin, 1 run, on the pads and Ramdin clips it to deep mid-wicket",68.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Chahal to Ramdin,Chahal , Ramdin,1,1.0,wi,ind,2,runs
9.6,"Krunal Pandya to Ramdin, 1 run, this one was outside off, Ramdin goes back and uses bottom hand to work it to the leg-side",67.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Krunal Pandya to Ramdin,Krunal Pandya , Ramdin,1,1.0,wi,ind,2,runs
