over_number,comm,score,match,year,batsman_bowler,bowler,batsman,innings_no,runs,batting_team,bowling_team,result,event
12.3,"Washington Sundar to Kusal Perera, <b>wide</b>, overcorrects and spills it down leg, Perera misses the sweep",127.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,1.0,sl,ind,2,runs
12.2,"Washington Sundar to Kusal Perera, no run, a repeat of the previous delivery, Perera moved too far down leg and gets hit on the pad",126.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,0.0,sl,ind,2,runs
12.1,"Washington Sundar to Kusal Perera, no run, angles it in with the arm, Perera stays legside of the delivery and drives it back to the bowler",126.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,0.0,sl,ind,2,runs
11.6,"Raina to Tharanga, 2 runs, shuffles to leg at the last second and opens up the off-side with a lofted drive over extra cover",126.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Tharanga,Raina , Tharanga,2,2.0,sl,ind,2,runs
11.5,"Raina to Kusal Perera, 1 run, this is below par bowling from India, just darting it in, Perera eases into the drive to long-off",124.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Kusal Perera,Raina , Kusal Perera,2,1.0,sl,ind,2,runs
11.4,"Raina to Tharanga, 1 run, loopy outside off, forward and driven to long-off",123.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Tharanga,Raina , Tharanga,2,1.0,sl,ind,2,runs
11.3,"Raina to Kusal Perera, 1 run, faster and flatter outside off, Perera cuts to deep point",122.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Kusal Perera,Raina , Kusal Perera,2,1.0,sl,ind,2,runs
11.2,"Raina to Kusal Perera, <b>SIX</b>, that's one of the best switch hits you will ever see. KP would be proud of that. Premeditates, reverses his stance and packs Raina for a maximum over third man",121.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Kusal Perera,Raina , Kusal Perera,2,6.0,sl,ind,2,runs
11.1,"Raina to Tharanga, 1 run, driven to long-off",115.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Tharanga,Raina , Tharanga,2,1.0,sl,ind,2,runs
10.6,"Chahal to Tharanga, 1 run, punches this quicker delivery and Washington Sundar misfields at extra cover to concede a single",114.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Tharanga,Chahal , Tharanga,2,1.0,sl,ind,2,runs
10.5,"Chahal to Tharanga, <b>SIX</b>, down on one knee, gets a pie from Chahal and the next thing he sees is the ball sailing over the cow corner fence. That was ruthlessly hammered by Tharanga, a swivel and bam he goes...",113.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Tharanga,Chahal , Tharanga,2,6.0,sl,ind,2,runs
10.4,"Chahal to Kusal Perera, 1 run, shuffles out of his crease and milks a single to long-on. Sensible batting this from Kusal Perera",107.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,1.0,sl,ind,2,runs
10.3,"Chahal to Kusal Perera, <b>FOUR</b>, slips it down leg, Perera plays it with the spin and gets a top-edge on the sweep, rolls away to the fine leg fence",106.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,4.0,sl,ind,2,runs
10.2,"Chahal to Kusal Perera, no run, no room, Perera forces the punch to the left of Chahal who dives to tie the batsmen at their respective ends",102.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,0.0,sl,ind,2,runs
10.2,"Chahal to Kusal Perera, <b>wide</b>, throws the slider wide of off-stump, perhaps trying to second guess the batsman there. Epic fail. Perera lets it go",102.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,1.0,sl,ind,2,runs
10.1,"Chahal to Kusal Perera, no run, dances down and gets too close to the pitch of the delivery, drills the drive back to the bowler",101.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,0.0,sl,ind,2,runs
9.6,"Raina to Tharanga, no run, oh look at him loop it. Dipping on middle, Tharanga works it straight to mid-wicket",101.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Tharanga,Raina , Tharanga,2,0.0,sl,ind,2,runs
9.5,"Raina to Kusal Perera, 1 run, makes room and pinches a single wide of mid-off",101.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Kusal Perera,Raina , Kusal Perera,2,1.0,sl,ind,2,runs
9.4,"Raina to Tharanga, leg byes, 1 run, doesn't get the sweep right. Plays early. Deflected off the pad into the off-side",100.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Tharanga,Raina , Tharanga,2,1.0,sl,ind,2,runs
9.3,"Raina to Tharanga, no run, again. Similar line and length",99.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Tharanga,Raina , Tharanga,2,0.0,sl,ind,2,runs
9.2,"Raina to Tharanga, no run, he's looping them well. Tharanga blocks to cover front-footed",99.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Tharanga,Raina , Tharanga,2,0.0,sl,ind,2,runs
9.1,"Raina to Kusal Perera, 1 run, Raina's been cut away first ball through cover-point",99.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Raina to Kusal Perera,Raina , Kusal Perera,2,1.0,sl,ind,2,runs
8.6,"Chahal to Tharanga, no run, gets the googly going and beats Tharanga's outside edge from over the wicket",98.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Tharanga,Chahal , Tharanga,2,0.0,sl,ind,2,runs
8.5,"Chahal to Chandimal, <b>out</b> Bowled!! He's undone him. Gets the full ball drifting in and then skids it through. Chandimal completely misses it, hoodwinked by his lack of judgement of the length and then the pace. That's not a ball to give your wicket to, perhaps; you flick those for boundaries. <b>Chandimal b Chahal 14(11) [4s-1]</b>",98.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Chandimal,Chahal , Chandimal,2,0.0,sl,ind,2,out
8.4,"Chahal to Chandimal, 2 runs, good work by Dhawan at deep mid-wicket. Sharp throw. Chandimal uses his feet for a couple through mid-wicket here",98.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Chandimal,Chahal , Chandimal,2,2.0,sl,ind,2,runs
8.3,"Chahal to Chandimal, <b>FOUR</b>, nowhere near the pitch of the ball there but he's gotten an all-hands boundary. Well sort of. Chahal drags the length back and drifts it wider on seeing the batsman advance, but Chandimal's upto the task. Uses his hands and flat-bats it wide of the bowler",96.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Chandimal,Chahal , Chandimal,2,4.0,sl,ind,2,runs
8.2,"Chahal to Chandimal, no run, fired flat, Chandimal elicits an inside edge on his pad, as he tries to work that through mid-wicket",92.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Chandimal,Chahal , Chandimal,2,0.0,sl,ind,2,runs
8.1,"Chahal to Chandimal, no run, <b>top-edge on the cut</b> flying wide of the keeper. Doesn't travel much far, so no run",92.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Chandimal,Chahal , Chandimal,2,0.0,sl,ind,2,runs
7.6,"Vijay Shankar to Kusal Perera, no run, wraps his maiden over in T20Is with a loopy bouncer outside off. Kusal Perera doesn't bother much; he's still recovering from his mindblowing fifty",92.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Vijay Shankar to Kusal Perera,Vijay Shankar , Kusal Perera,2,0.0,sl,ind,2,runs
7.5,"Vijay Shankar to Chandimal, 1 run, waits and punches this length ball delivered from over the wicket. Single through cover",92.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Vijay Shankar to Chandimal,Vijay Shankar , Chandimal,2,1.0,sl,ind,2,runs
7.4,"Vijay Shankar to Kusal Perera, 1 run, such quick hands. They move before the feet do actually. Swats the pull through backward square leg",91.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Vijay Shankar to Kusal Perera,Vijay Shankar , Kusal Perera,2,1.0,sl,ind,2,runs
7.3,"Vijay Shankar to Kusal Perera, no run, from round the wicket, Kusal Perera doesn't have much room to work at",90.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Vijay Shankar to Kusal Perera,Vijay Shankar , Kusal Perera,2,0.0,sl,ind,2,runs
7.2,"Vijay Shankar to Chandimal, 1 run, tapped to cover for a single",90.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Vijay Shankar to Chandimal,Vijay Shankar , Chandimal,2,1.0,sl,ind,2,runs
7.1,"Vijay Shankar to Kusal Perera, 1 run, <b>8th T20I fifty for Kusal Perera!</b> Second fastest fifty by Sri Lanka batsman versus India. Slaps at the bit of width, the ball's stopped at cover with a flying dive by Rohit but nothing's stopping that run. Kusal Perera charges through",89.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Vijay Shankar to Kusal Perera,Vijay Shankar , Kusal Perera,2,1.0,sl,ind,2,runs
6.6,"Chahal to Chandimal, 2 runs, flatter ball outside off and it's been nicely late-cut behind point. Just the two; there's protection in the deep",88.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Chandimal,Chahal , Chandimal,2,2.0,sl,ind,2,runs
6.5,"Chahal to Kusal Perera, 1 run, holding on leg-stump, Kusal Perera waits and punches it through mid-wicket",86.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,1.0,sl,ind,2,runs
6.4,"Chahal to Kusal Perera, 2 runs, misfield by Shankar running in from deep mid-wicket and he's allowed Kusal Perera to get back onto the strike",85.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,2.0,sl,ind,2,runs
6.3,"Chahal to Kusal Perera, <b>SIX</b>, he's a sight for the sore eyes. No helmet against the spinner, and now he telegenically runs at India's marquee bowler of the night and lofts him over his head",83.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,6.0,sl,ind,2,runs
6.2,"Chahal to Chandimal, 1 run, uses his feet and drives this bottom-handed past mid-off",77.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Chandimal,Chahal , Chandimal,2,1.0,sl,ind,2,runs
6.1,"Chahal to Kusal Perera, 1 run, from over the wicket, gets it to straighten on off and middle. Kusal Perera works it through to deep mid-wicket",76.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Chahal to Kusal Perera,Chahal , Kusal Perera,2,1.0,sl,ind,2,runs
5.6,"Washington Sundar to Chandimal, no run, quicker delivery, spinning in to take Chandimal's thick inside edge to short fine leg",75.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Chandimal,Washing,n Sundar ,2,0.0,sl,ind,2,runs
5.5,"Washington Sundar to Kusal Perera, 1 run, Washington Sundar drags the length back, allowing Kusal Perera a single to mid-on this time",75.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,1.0,sl,ind,2,runs
5.4,"Washington Sundar to Kusal Perera, no run, gets forward and then rocks back, playing to mid-on",74.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,0.0,sl,ind,2,runs
5.3,"Washington Sundar to Kusal Perera, no run, blocks it",74.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,0.0,sl,ind,2,runs
5.2,"Washington Sundar to Chandimal, 3 runs, he's played just a little late, opening the bat face and forcing the push in front of a diving point fielder. Raina there actually, who had covered some ground to put that dive",74.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Chandimal,Washing,n Sundar ,2,3.0,sl,ind,2,runs
5.1,"Washington Sundar to Kusal Perera, 1 run, darted on the stumps, worked throgh mid-wicket",71.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,1.0,sl,ind,2,runs
4.6,"Unadkat to Gunathilaka, <b>out</b> Caught by Pant!! He's gone now. Tries to make room and loft down the ground this time but plays at it a little too early, offering a straight catch to Pant at mid-off. Popped off the splice. <b>Gunathilaka c Pant b Unadkat 19(12) [4s-1 6s-2]</b>",70.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,0.0,sl,ind,2,out
4.5,"Unadkat to Gunathilaka, <b>FOUR</b>, that's latex wrists. Shuffles across his stumps and flicks this uppishly over backward square leg. What do you say<b>..</b>",70.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,4.0,sl,ind,2,runs
4.5,"Unadkat to Gunathilaka, <b>wide</b>, slow and short, bowled to Gunathilaka shuffling across, but the ball does a bit. Decks down leg and is given a wide",66.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,1.0,sl,ind,2,runs
4.4,"Unadkat to Gunathilaka, no run, nicely bowled. Sees Gunathilaka making room and slants the ball into the batsman, cramping him for room. Through Gunathilaka there",65.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,0.0,sl,ind,2,runs
4.3,"Unadkat to Gunathilaka, <b>SIX</b>, <b>50-run stand already.</b> Slower back of a length ball sitting up, Gunathilaka waits and flat-bats it over long-on with utter sheer disdain",65.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,6.0,sl,ind,2,runs
4.2,"Unadkat to Gunathilaka, 2 runs, straight on the pads, Gunathilaka picks this with a chip over mid-wicket",59.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,2.0,sl,ind,2,runs
4.1,"Unadkat to Kusal Perera, 1 run, that's a very sharp run. Inside-edged Unadkat's slower delivery onto his boot, still went for the run. Unadkat ran across and hit the stumps but Gunathilaka was off the blocks very early from the non-striker's end. Hurried but safe",57.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Kusal Perera,Unadkat , Kusal Perera,2,1.0,sl,ind,2,runs
3.6,"Washington Sundar to Gunathilaka, <b>SIX</b>, now it's Gunathilaka's turn. Fetches this from just outside off and slog-sweeps it over square leg. All the way. <b>Oh they're laying into India at Colombo tonight .. </b>",56.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Gunathilaka,Washing,n Sundar ,2,6.0,sl,ind,2,runs
3.5,"Washington Sundar to Gunathilaka, no run, bowled very slow, blocked to point",50.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Gunathilaka,Washing,n Sundar ,2,0.0,sl,ind,2,runs
3.4,"Washington Sundar to Kusal Perera, 1 run, surprised by the ball holding in the pitch there. Inadvertently chipped towards mid-on. Safe",50.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,1.0,sl,ind,2,runs
3.3,"Washington Sundar to Kusal Perera, 2 runs, uses his feet but gets too close to the ball. Bunted through mid-wicket and yeah, they's have come back for the second. Gunathilaka had to dive at the bowler's end but he's fine",49.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,2.0,sl,ind,2,runs
3.2,"Washington Sundar to Gunathilaka, leg byes, 1 run, sliding into the pad, Gunathilaka gets no bat on this glance but pinches a quick extra to short fine leg",47.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Gunathilaka,Washing,n Sundar ,2,1.0,sl,ind,2,runs
3.1,"Washington Sundar to Gunathilaka, no run, dipping and skidding on, Gunathilaka gets low and blocks to cover",46.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Gunathilaka,Washing,n Sundar ,2,0.0,sl,ind,2,runs
2.6,"SN Thakur to Kusal Perera, no run, short, swivelled to square leg",46.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Kusal Perera,SN Thakur , Kusal Perera,2,0.0,sl,ind,2,runs
2.5,"SN Thakur to Kusal Perera, <b>FOUR</b>, Thakur is against a Kusal Perera sandstorm here. Goes full on off-stump from round the wicket, Kusal Perera stays leg-side of the ball and flat-bats the drive through the other side of the stumps. That's how you treat a <b>free-hit delivery</b>",46.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Kusal Perera,SN Thakur , Kusal Perera,2,4.0,sl,ind,2,runs
2.5,"SN Thakur to Kusal Perera, <b>no ball</b>, <b>FOUR</b>, it's going from bad to worse for Thakur. Goes for the slower delivery but dishes out a high, high full toss that Kusal Perera smacks through sweeper cover",42.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Kusal Perera,SN Thakur , Kusal Perera,2,5.0,sl,ind,2,runs
2.4,"SN Thakur to Kusal Perera, <b>SIX</b>, still nothing from Thakur who's leaking runs here. Goes wide from round the wicket and bowls the slower one. Kusal Perera picks it and pumps it over wide long-off",37.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Kusal Perera,SN Thakur , Kusal Perera,2,6.0,sl,ind,2,runs
2.3,"SN Thakur to Kusal Perera, <b>FOUR</b>, <b>hat-trick of fours.</b> Thakur doesn't know what length to bowl. Perfect seam for the inswinger from over the wicket, but nothing in the air. Still wide, going across Kusal Perera who drills it through long-off",31.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Kusal Perera,SN Thakur , Kusal Perera,2,4.0,sl,ind,2,runs
2.2,"SN Thakur to Kusal Perera, <b>FOUR</b>, back of a length outside off and Kusal Perera's just manoeuvred it with an open bat face. Back to back fours, this one through deep backward point",27.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Kusal Perera,SN Thakur , Kusal Perera,2,4.0,sl,ind,2,runs
2.1,"SN Thakur to Kusal Perera, <b>FOUR</b>, woah, first ball from SN Thakur and he's hit it over mid-wicket. Is already leg-side of the ball and swats it without much room to play with. As good as authoritative",23.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,SN Thakur to Kusal Perera,SN Thakur , Kusal Perera,2,4.0,sl,ind,2,runs
1.6,"Washington Sundar to Kusal Perera, 1 run, turns a quick single to short mid-wicket",19.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,1.0,sl,ind,2,runs
1.5,"Washington Sundar to Kusal Perera, <b>SIX</b>, how nonchalantly has he slog-swept that over deep backward square. Sits low and plays with Washington Sundar's delivery coming into him. No spin, yet",18.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,6.0,sl,ind,2,runs
1.4,"Washington Sundar to Kusal Perera, no run, blocks this back, with Washington Sundar from round the wicket to the left-hander",12.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Perera,Washing,n Sundar ,2,0.0,sl,ind,2,runs
1.3,"Washington Sundar to Kusal Mendis, <b>out</b> Caught by Dhawan!! It's been Dhawan's day all along. After one flew over his head at mid-off earlier in the over, he gets one falling behind him. Backtracks and takes it overhead with utmost ease. Kusal Mendis's hand came off the handle here, looking for the biggie, and hence no power, timing and direction in his intended big shot. <b>Kusal Mendis c Dhawan b Washington Sundar 11(6) [4s-2]</b>",12.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Mendis,Washing,n Sundar ,2,0.0,sl,ind,2,out
1.2,"Washington Sundar to Kusal Mendis, 2 runs, wide of Pandey at deep square leg. Kusal Mendis fetches this from outside off with a slog-sweep, Pandey dives and flicks the ball in, and tag-team work keeps the runs to just two",12.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Mendis,Washing,n Sundar ,2,2.0,sl,ind,2,runs
1.1,"Washington Sundar to Kusal Mendis, <b>FOUR</b>, <b>hit over mid-off.</b> Darted full from over the wicket, Kusal Mendis gives it a real tonk and clears Dhawan, as intended",10.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Washington Sundar to Kusal Mendis,Washing,n Sundar ,2,4.0,sl,ind,2,runs
0.6,"Unadkat to Gunathilaka, no run, nice tight line on off-stump, Gunathilaka blocks",6.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,0.0,sl,ind,2,runs
0.5,"Unadkat to Kusal Mendis, 1 run, throws his arms at the width and carts it uppishly behind the backward point fielder",6.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Kusal Mendis,Unadkat , Kusal Mendis,2,1.0,sl,ind,2,runs
0.4,"Unadkat to Kusal Mendis, <b>FOUR</b>, <b>almost steered it to first slip.</b> <i>Just wide</i>. Wanted to play cheeky but extra bounce meant that he wasn't entirely in control and ended up playing too close to the lone slipper. Will get a boundary though",5.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Kusal Mendis,Unadkat , Kusal Mendis,2,4.0,sl,ind,2,runs
0.3,"Unadkat to Kusal Mendis, no run, angling across the batsman, who's not quite behind his punch-slap",1.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Kusal Mendis,Unadkat , Kusal Mendis,2,0.0,sl,ind,2,runs
0.2,"Unadkat to Gunathilaka, 1 run, too straight, worked to fine leg now. Off the mark",1.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,1.0,sl,ind,2,runs
0.1,"Unadkat to Gunathilaka, no run, some movement into the pad, blocked into the leg-side",0.0,sl-vs-ind-1st-match-india-and-bangladesh-in-sri-lanka-t20i-tri-series-2018,2018,Unadkat to Gunathilaka,Unadkat , Gunathilaka,2,0.0,sl,ind,2,runs
19.6,"Khaleel Ahmed to Pooran, 1 run, slower delivery to end the innings, Pooran is waiting to play the reverse paddle and has to delay it to get it past the man at point. Expensive last over from Khaleel, <b>23 runs off it</b>",181.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Pooran,Khaleel Ahmed , Pooran,1,1.0,wi,ind,2,runs
19.5,"Khaleel Ahmed to Pooran, <b>FOUR</b>, <b>fifty for Pooran.</b> Maiden T20I fifty for him. He's come to the party. Waves his bat around and acknowledges the applause from the Chennai crowd. He gets there with a cheeky shot. Waits for Khaleel to bowl the yorker and reverse paddles it over short third man. Not off the middle but has enough legs to reach the rope",180.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Pooran,Khaleel Ahmed , Pooran,1,4.0,wi,ind,2,runs
19.4,"Khaleel Ahmed to Pooran, <b>SIX</b>, even miscues are clearing the rope. Hurried by the short delivery and he still goes through with the pull shot, the top-edge keeps sailing over Washington at deep square leg",176.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Pooran,Khaleel Ahmed , Pooran,1,6.0,wi,ind,2,runs
19.3,"Khaleel Ahmed to Pooran, <b>FOUR</b>, the slower delivery is dragged back and gives ample time for Pooran to pick his spot, he waits back in the crease and slaps it over extra cover. Pant has no chance from long-off",170.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Pooran,Khaleel Ahmed , Pooran,1,4.0,wi,ind,2,runs
19.2,"Khaleel Ahmed to Pooran, no run, change of pace as Khaleel rolls his fingers across the ball, Pooran wanted to send this out of Chennai and was through the shot a day early, nowhere close to the ball",166.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Pooran,Khaleel Ahmed , Pooran,1,0.0,wi,ind,2,runs
19.2,"Khaleel Ahmed to Darren Bravo, <b>2 wides</b>, spears the full delivery down leg and Bravo has no chance of making contact. DK can't prevent the batsmen from stealing the bye",166.0,ind-vs-wi-3rd-t20i-windies-tour-of-india-2018,2018,Khaleel Ahmed to Darren Bravo,Khaleel Ahmed , Darren Bravo,1,2.0,wi,ind,2,runs
